state	year	county	precinct	cd	g2000_USP_dv	g2000_USP_rv	g2000_USP_tv	g2000_USH_dv	g2000_USH_rv	g2000_USH_tv
"AR"	2000	"White County"	"37 Harrison TWP West"	2	258	464	744	274	297	571
"AR"	2000	"White County"	"38 Hartsell"	2	65	88	157	92	55	147
"AR"	2000	"White County"	"40 Higginson TWP"	2	45	72	122	44	40	84
"AR"	2000	"White County"	"39 Higginson City"	2	37	63	110	41	42	83
"AR"	2000	"White County"	"41 Jackson"	2	39	73	114	53	47	100
"AR"	2000	"White County"	"42 Jefferson"	2	60	75	138	66	53	119
"AR"	2000	"White County"	"43 Joy"	2	73	115	195	82	74	156
"AR"	2000	"White County"	"44 Judsonia Ward 1"	2	105	115	226	93	81	174
"AR"	2000	"White County"	"45 Judsonia Ward 2"	2	54	70	127	65	37	102
"AR"	2000	"White County"	"46 Judsonia Ward 3"	2	72	65	144	65	38	103
"AR"	2000	"White County"	"47 Kensett Ward 1"	2	85	25	113	75	20	95
"AR"	2000	"White County"	"48 Kensett Ward 2"	2	142	112	264	141	55	196
"AR"	2000	"White County"	"49 Kensett Ward 3"	2	57	50	108	55	30	85
"AR"	2000	"White County"	"50 Kensett TWP"	2	42	50	96	42	32	74
"AR"	2000	"White County"	"51 Kentucky"	2	83	127	221	109	82	191
"AR"	2000	"White County"	"52 Letona"	2	34	41	86	51	29	80
"AR"	2000	"White County"	"53 Liberty"	2	94	129	232	102	75	177
"AR"	2000	"White County"	"54 Marion"	2	36	45	87	37	34	71
"AR"	2000	"White County"	"55 Marshall"	2	72	117	202	87	85	172
"AR"	2000	"White County"	"56 McRae City"	2	119	86	212	123	43	166
"AR"	2000	"White County"	"58 McRae TWP"	2	62	102	171	77	63	140
"AR"	2000	"White County"	"59 Mt. Pisgah"	2	16	29	50	25	18	43
"AR"	2000	"White County"	"60 Pangburn Ward 1 & Ward 2"	2	107	83	194	127	55	182
"AR"	2000	"White County"	"61 Red River"	2	51	40	95	52	25	77
"AR"	2000	"White County"	"62 Rose Bud City"	2	76	85	171	65	66	131
"AR"	2000	"White County"	"63 Royal"	2	58	119	181	73	88	161
"AR"	2000	"White County"	"64 Russell City"	2	38	19	58	31	16	47
"AR"	2000	"White County"	"65 Russell TWP"	2	39	33	73	29	25	54
"AR"	2000	"White County"	"66 Searcy Ward 1A"	2	80	169	262	87	117	204
"AR"	2000	"White County"	"67 Searcy Ward 1B"	2	58	113	174	64	72	136
"AR"	2000	"White County"	"68 Searcy Ward 1C"	2	46	155	204	58	114	172
"AR"	2000	"White County"	"69 Searcy Ward 1D"	2	153	325	484	149	218	367
"AR"	2000	"White County"	"70 Searcy Ward 2A"	2	121	201	334	103	148	251
"AR"	2000	"White County"	"71 Searcy Ward 2B"	2	49	99	155	52	71	123
"AR"	2000	"White County"	"72 Searcy Ward 2C"	2	236	448	697	236	272	508
"AR"	2000	"White County"	"73 Searcy Ward 2D"	2	206	464	684	208	341	549
"AR"	2000	"White County"	"74 Searcy Ward 3A"	2	57	96	157	63	74	137
"AR"	2000	"White County"	"75 Searcy Ward 3B"	2	180	179	370	147	129	276
"AR"	2000	"White County"	"76 Searcy Ward 3C"	2	117	127	249	104	85	189
"AR"	2000	"White County"	"77 Searcy Ward 3D"	2	22	46	70	19	34	53
"AR"	2000	"White County"	"78 Searcy Ward 4A"	2	34	337	373	49	241	290
"AR"	2000	"White County"	"79 Searcy Ward 4B"	2	41	127	173	42	98	140
"AR"	2000	"White County"	"80 Searcy Ward 4C"	2	94	228	324	103	175	278
"AR"	2000	"White County"	"139 Searcy Ward 2E"	2	91	197	294	108	135	243
"AR"	2000	"White County"	"81 Union"	2	170	372	556	190	230	420
"AR"	2000	"White County"	"82 Velvet Ridge"	2	134	139	287	142	75	217
"AR"	2000	"White County"	"83 Walker"	2	21	61	84	31	40	71
"AR"	2000	"White County"	"84 West Point"	2	23	27	53	21	19	40
"AR"	2000	"White County"	"85 Georgetown City"	2	39	22	67	40	17	57
"AR"	2000	"White County"	"137 Bald Knob North"	2	57	41	99	48	24	72
"AR"	2000	"White County"	"136 Beebe Ward 3C"	2	82	139	226	90	89	179
"AR"	2000	"White County"	"138 Harrison East"	2	50	61	111	40	44	84
"AR"	2000	"Woodruff County"	"Early & Absentee"	1	94	50	145	114	29	143
"AR"	2000	"Woodruff County"	"1E & 1W AUGUSTA"	1	198	49	254	208	50	258
"AR"	2000	"Woodruff County"	"3 & 4 AUGUSTA"	1	189	24	214	187	33	220
"AR"	2000	"Woodruff County"	"5 Fakes Chappell"	1	24	29	58	36	23	59
"AR"	2000	"Woodruff County"	"6C & 6R Hunter"	1	32	59	92	54	35	89
"AR"	2000	"Woodruff County"	"7 Howell/Wiville"	1	14	20	36	18	13	31
"AR"	2000	"Woodruff County"	"8 & 9"	1	157	35	195	177	18	195
"AR"	2000	"Woodruff County"	"10 & 22"	1	163	42	207	180	30	210
"AR"	2000	"Woodruff County"	"11 & 13"	1	215	157	377	268	106	374
"AR"	2000	"Woodruff County"	"12E, 12W, 15 & 23"	1	198	115	317	241	90	331
"AR"	2000	"Woodruff County"	"14C & 14R PATTERSON"	1	88	58	151	112	36	148
"AR"	2000	"Woodruff County"	"16 Morton"	1	50	80	132	73	23	96
"AR"	2000	"Woodruff County"	"17 & 18"	1	34	20	55	35	16	51
"AR"	2000	"Woodruff County"	"19 Pumpkin Bend"	1	37	36	79	38	37	75
"AR"	2000	"Woodruff County"	"25 Hilleman"	1	22	37	62	38	23	61
"AR"	2000	"Woodruff County"	"2, 20, 24, 21N, 21S"	1	184	87	277	208	71	279
"AR"	2000	"Yell County"	"Early"	2	263	291	564	351	213	564
"AR"	2000	"Yell County"	"Absentee"	2	108	59	172	118	48	166
"AR"	2000	"Yell County"	"Bluffton"	2	17	50	74	27	45	72
"AR"	2000	"Yell County"	"Briggsville"	2	35	26	63	55	8	63
"AR"	2000	"Yell County"	"Centerville"	2	109	93	209	144	60	204
"AR"	2000	"Yell County"	"Compton"	2	9	19	28	16	12	28
"AR"	2000	"Yell County"	"Crawford"	2	22	6	33	25	9	34
"AR"	2000	"Yell County"	"Danville A to L"	2	158	166	338	224	109	333
"AR"	2000	"Yell County"	"Danville M to Z"	2	123	165	296	202	94	296
"AR"	2000	"Yell County"	"Dardanelle Ward 1 A-L"	2	148	114	272	190	83	273
"AR"	2000	"Yell County"	"Dardanelle Ward 2"	2	149	83	242	179	67	246
"AR"	2000	"Yell County"	"Dardanelle Ward 3"	2	162	84	254	196	59	255
"AR"	2000	"Yell County"	"Dardanelle Outside A-L"	2	254	257	521	348	166	514
"AR"	2000	"Yell County"	"Dutch Creek"	2	21	22	43	30	13	43
"AR"	2000	"Yell County"	"Ferguson"	2	104	210	323	182	127	309
"AR"	2000	"Yell County"	"Galla Rock"	2	61	40	102	68	22	90
"AR"	2000	"Yell County"	"Gilkey"	2	24	32	58	28	28	56
"AR"	2000	"Yell County"	"Gravelly"	2	25	36	62	42	20	62
"AR"	2000	"Yell County"	"Herring"	2	44	44	89	61	28	89
"AR"	2000	"Yell County"	"Ions Creek"	2	7	13	23	15	11	26
"AR"	2000	"Yell County"	"Lamar"	2	200	197	407	245	166	411
"AR"	2000	"Yell County"	"Magazine 1"	2	83	127	216	128	92	220
"AR"	2000	"Yell County"	"Magazine 2"	2	76	46	125	98	21	119
"AR"	2000	"Yell County"	"Mason"	2	39	39	79	50	25	75
"AR"	2000	"Yell County"	"Mountain"	2	19	17	36	25	11	36
"AR"	2000	"Yell County"	"Prairie"	2	45	84	135	71	64	135
"AR"	2000	"Yell County"	"Richland"	2	36	51	91	54	35	89
"AR"	2000	"Yell County"	"Riley"	2	109	170	287	141	139	280
"AR"	2000	"Yell County"	"Rover"	2	42	93	146	72	74	146
"AR"	2000	"Yell County"	"Sulphur Springs"	2	22	27	50	30	20	50
"AR"	2000	"Yell County"	"Ward A-L"	2	117	98	220	131	84	215
"AR"	2000	"Yell County"	"Waveland"	2	46	44	94	63	29	92
"AR"	2000	"Yell County"	"Overseas Absentees"	2	0	0	0	0	0	0
"AR"	2000	"Yell County"	"Dardanelle Outside M-Z"	2	174	218	403	238	167	405
"AR"	2000	"Yell County"	"Dardanelle Ward 1 M-Z"	2	119	108	232	160	72	232
"AR"	2000	"Yell County"	"Ward M-Z"	2	92	94	192	131	73	204
